coarse_chr	coarse_bid	coarse_start	coarse_end	fine_bid	fine_start	fine_end	child_index	n_children_for_coarse	child_offset_bp
chr6	221	36000000	40000000	884	38000000	39000000	2	4	2000000
chr6	221	36000000	40000000	885	39000000	40000000	3	4	3000000
chr6	222	40000000	44000000	886	40000000	41000000	0	4	0
chr6	222	40000000	44000000	887	41000000	42000000	1	4	1000000
chr6	222	40000000	44000000	888	42000000	43000000	2	4	2000000
chr6	222	40000000	44000000	889	43000000	44000000	3	4	3000000
chr6	223	44000000	48000000	890	44000000	45000000	0	4	0
chr6	223	44000000	48000000	891	45000000	46000000	1	4	1000000
chr6	223	44000000	48000000	892	46000000	47000000	2	4	2000000
chr6	223	44000000	48000000	893	47000000	48000000	3	4	3000000
chr6	224	48000000	52000000	894	48000000	49000000	0	4	0
chr6	224	48000000	52000000	895	49000000	50000000	1	4	1000000
chr6	224	48000000	52000000	896	50000000	51000000	2	4	2000000
chr6	224	48000000	52000000	897	51000000	52000000	3	4	3000000
chr6	225	52000000	56000000	898	52000000	53000000	0	4	0
chr6	225	52000000	56000000	899	53000000	54000000	1	4	1000000
chr6	225	52000000	56000000	900	54000000	55000000	2	4	2000000
chr6	225	52000000	56000000	901	55000000	56000000	3	4	3000000
chr6	226	56000000	60000000	902	56000000	57000000	0	4	0
chr6	226	56000000	60000000	903	57000000	58000000	1	4	1000000
chr6	226	56000000	60000000	904	58000000	59000000	2	4	2000000
chr6	226	56000000	60000000	905	59000000	60000000	3	4	3000000
chr6	227	60000000	64000000	906	60000000	61000000	0	4	0
chr6	227	60000000	64000000	907	61000000	62000000	1	4	1000000
chr6	227	60000000	64000000	908	62000000	63000000	2	4	2000000
chr6	227	60000000	64000000	909	63000000	64000000	3	4	3000000
chr6	228	64000000	68000000	910	64000000	65000000	0	4	0
chr6	228	64000000	68000000	911	65000000	66000000	1	4	1000000
chr6	228	64000000	68000000	912	66000000	67000000	2	4	2000000
chr6	228	64000000	68000000	913	67000000	68000000	3	4	3000000
chr6	229	68000000	72000000	914	68000000	69000000	0	4	0
chr6	229	68000000	72000000	915	69000000	70000000	1	4	1000000
chr6	229	68000000	72000000	916	70000000	71000000	2	4	2000000
chr6	229	68000000	72000000	917	71000000	72000000	3	4	3000000
chr6	230	72000000	76000000	918	72000000	73000000	0	4	0
chr6	230	72000000	76000000	919	73000000	74000000	1	4	1000000
chr6	230	72000000	76000000	920	74000000	75000000	2	4	2000000
chr6	230	72000000	76000000	921	75000000	76000000	3	4	3000000
chr6	231	76000000	80000000	922	76000000	77000000	0	4	0
chr6	231	76000000	80000000	923	77000000	78000000	1	4	1000000
chr6	231	76000000	80000000	924	78000000	79000000	2	4	2000000
chr6	231	76000000	80000000	925	79000000	80000000	3	4	3000000
chr6	232	80000000	84000000	926	80000000	81000000	0	4	0
chr6	232	80000000	84000000	927	81000000	82000000	1	4	1000000
chr6	232	80000000	84000000	928	82000000	83000000	2	4	2000000
chr6	232	80000000	84000000	929	83000000	84000000	3	4	3000000
chr6	233	84000000	88000000	930	84000000	85000000	0	4	0
chr6	233	84000000	88000000	931	85000000	86000000	1	4	1000000
chr6	233	84000000	88000000	932	86000000	87000000	2	4	2000000
chr6	233	84000000	88000000	933	87000000	88000000	3	4	3000000
chr6	234	88000000	92000000	934	88000000	89000000	0	4	0
chr6	234	88000000	92000000	935	89000000	90000000	1	4	1000000
chr6	234	88000000	92000000	936	90000000	91000000	2	4	2000000
chr6	234	88000000	92000000	937	91000000	92000000	3	4	3000000
chr6	235	92000000	96000000	938	92000000	93000000	0	4	0
chr6	235	92000000	96000000	939	93000000	94000000	1	4	1000000
chr6	235	92000000	96000000	940	94000000	95000000	2	4	2000000
chr6	235	92000000	96000000	941	95000000	96000000	3	4	3000000
chr6	236	96000000	100000000	942	96000000	97000000	0	4	0
chr6	236	96000000	100000000	943	97000000	98000000	1	4	1000000
chr6	236	96000000	100000000	944	98000000	99000000	2	4	2000000
chr6	236	96000000	100000000	945	99000000	100000000	3	4	3000000
chr6	237	100000000	104000000	946	100000000	101000000	0	4	0
chr6	237	100000000	104000000	947	101000000	102000000	1	4	1000000
chr6	237	100000000	104000000	948	102000000	103000000	2	4	2000000
chr6	237	100000000	104000000	949	103000000	104000000	3	4	3000000
chr6	238	104000000	108000000	950	104000000	105000000	0	4	0
chr6	238	104000000	108000000	951	105000000	106000000	1	4	1000000
chr6	238	104000000	108000000	952	106000000	107000000	2	4	2000000
chr6	238	104000000	108000000	953	107000000	108000000	3	4	3000000
chr6	239	108000000	112000000	954	108000000	109000000	0	4	0
chr6	239	108000000	112000000	955	109000000	110000000	1	4	1000000
chr6	239	108000000	112000000	956	110000000	111000000	2	4	2000000
chr6	239	108000000	112000000	957	111000000	112000000	3	4	3000000
chr6	240	112000000	116000000	958	112000000	113000000	0	4	0
chr6	240	112000000	116000000	959	113000000	114000000	1	4	1000000
chr6	240	112000000	116000000	960	114000000	115000000	2	4	2000000
chr6	240	112000000	116000000	961	115000000	116000000	3	4	3000000
chr6	241	116000000	120000000	962	116000000	117000000	0	4	0
chr6	241	116000000	120000000	963	117000000	118000000	1	4	1000000
chr6	241	116000000	120000000	964	118000000	119000000	2	4	2000000
chr6	241	116000000	120000000	965	119000000	120000000	3	4	3000000
chr6	242	120000000	124000000	966	120000000	121000000	0	4	0
chr6	242	120000000	124000000	967	121000000	122000000	1	4	1000000
chr6	242	120000000	124000000	968	122000000	123000000	2	4	2000000
chr6	242	120000000	124000000	969	123000000	124000000	3	4	3000000
chr6	243	124000000	128000000	970	124000000	125000000	0	4	0
chr6	243	124000000	128000000	971	125000000	126000000	1	4	1000000
chr6	243	124000000	128000000	972	126000000	127000000	2	4	2000000
chr6	243	124000000	128000000	973	127000000	128000000	3	4	3000000
chr6	244	128000000	132000000	974	128000000	129000000	0	4	0
chr6	244	128000000	132000000	975	129000000	130000000	1	4	1000000
chr6	244	128000000	132000000	976	130000000	131000000	2	4	2000000
chr6	244	128000000	132000000	977	131000000	132000000	3	4	3000000
chr6	245	132000000	136000000	978	132000000	133000000	0	4	0
chr6	245	132000000	136000000	979	133000000	134000000	1	4	1000000
chr6	245	132000000	136000000	980	134000000	135000000	2	4	2000000
chr6	245	132000000	136000000	981	135000000	136000000	3	4	3000000
chr6	246	136000000	140000000	982	136000000	137000000	0	4	0
chr6	246	136000000	140000000	983	137000000	138000000	1	4	1000000
chr6	246	136000000	140000000	984	138000000	139000000	2	4	2000000
chr6	246	136000000	140000000	985	139000000	140000000	3	4	3000000
chr6	247	140000000	144000000	986	140000000	141000000	0	4	0
chr6	247	140000000	144000000	987	141000000	142000000	1	4	1000000
chr6	247	140000000	144000000	988	142000000	143000000	2	4	2000000
chr6	247	140000000	144000000	989	143000000	144000000	3	4	3000000
chr6	248	144000000	149736546	990	144000000	145000000	0	6	0
chr6	248	144000000	149736546	991	145000000	146000000	1	6	1000000
chr6	248	144000000	149736546	992	146000000	147000000	2	6	2000000
chr6	248	144000000	149736546	993	147000000	148000000	3	6	3000000
chr6	248	144000000	149736546	994	148000000	149000000	4	6	4000000
chr6	248	144000000	149736546	995	149000000	149736546	5	6	5000000
chr7	249	0	4000000	996	0	1000000	0	4	0
chr7	249	0	4000000	997	1000000	2000000	1	4	1000000
chr7	249	0	4000000	998	2000000	3000000	2	4	2000000
chr7	249	0	4000000	999	3000000	4000000	3	4	3000000
chr7	250	4000000	8000000	1000	4000000	5000000	0	4	0
chr7	250	4000000	8000000	1001	5000000	6000000	1	4	1000000
chr7	250	4000000	8000000	1002	6000000	7000000	2	4	2000000
chr7	250	4000000	8000000	1003	7000000	8000000	3	4	3000000
chr7	251	8000000	12000000	1004	8000000	9000000	0	4	0
chr7	251	8000000	12000000	1005	9000000	10000000	1	4	1000000
chr7	251	8000000	12000000	1006	10000000	11000000	2	4	2000000
chr7	251	8000000	12000000	1007	11000000	12000000	3	4	3000000
chr7	252	12000000	16000000	1008	12000000	13000000	0	4	0
chr7	252	12000000	16000000	1009	13000000	14000000	1	4	1000000
chr7	252	12000000	16000000	1010	14000000	15000000	2	4	2000000
chr7	252	12000000	16000000	1011	15000000	16000000	3	4	3000000
chr7	253	16000000	20000000	1012	16000000	17000000	0	4	0
chr7	253	16000000	20000000	1013	17000000	18000000	1	4	1000000
chr7	253	16000000	20000000	1014	18000000	19000000	2	4	2000000
chr7	253	16000000	20000000	1015	19000000	20000000	3	4	3000000
chr7	254	20000000	24000000	1016	20000000	21000000	0	4	0
chr7	254	20000000	24000000	1017	21000000	22000000	1	4	1000000
chr7	254	20000000	24000000	1018	22000000	23000000	2	4	2000000
chr7	254	20000000	24000000	1019	23000000	24000000	3	4	3000000
chr7	255	24000000	28000000	1020	24000000	25000000	0	4	0
chr7	255	24000000	28000000	1021	25000000	26000000	1	4	1000000
chr7	255	24000000	28000000	1022	26000000	27000000	2	4	2000000
chr7	255	24000000	28000000	1023	27000000	28000000	3	4	3000000
chr7	256	28000000	32000000	1024	28000000	29000000	0	4	0
chr7	256	28000000	32000000	1025	29000000	30000000	1	4	1000000
chr7	256	28000000	32000000	1026	30000000	31000000	2	4	2000000
chr7	256	28000000	32000000	1027	31000000	32000000	3	4	3000000
chr7	257	32000000	36000000	1028	32000000	33000000	0	4	0
chr7	257	32000000	36000000	1029	33000000	34000000	1	4	1000000
chr7	257	32000000	36000000	1030	34000000	35000000	2	4	2000000
chr7	257	32000000	36000000	1031	35000000	36000000	3	4	3000000
chr7	258	36000000	40000000	1032	36000000	37000000	0	4	0
chr7	258	36000000	40000000	1033	37000000	38000000	1	4	1000000
chr7	258	36000000	40000000	1034	38000000	39000000	2	4	2000000
chr7	258	36000000	40000000	1035	39000000	40000000	3	4	3000000
chr7	259	40000000	44000000	1036	40000000	41000000	0	4	0
chr7	259	40000000	44000000	1037	41000000	42000000	1	4	1000000
chr7	259	40000000	44000000	1038	42000000	43000000	2	4	2000000
chr7	259	40000000	44000000	1039	43000000	44000000	3	4	3000000
chr7	260	44000000	48000000	1040	44000000	45000000	0	4	0
chr7	260	44000000	48000000	1041	45000000	46000000	1	4	1000000
chr7	260	44000000	48000000	1042	46000000	47000000	2	4	2000000
chr7	260	44000000	48000000	1043	47000000	48000000	3	4	3000000
chr7	261	48000000	52000000	1044	48000000	49000000	0	4	0
chr7	261	48000000	52000000	1045	49000000	50000000	1	4	1000000
chr7	261	48000000	52000000	1046	50000000	51000000	2	4	2000000
chr7	261	48000000	52000000	1047	51000000	52000000	3	4	3000000
chr7	262	52000000	56000000	1048	52000000	53000000	0	4	0
chr7	262	52000000	56000000	1049	53000000	54000000	1	4	1000000
chr7	262	52000000	56000000	1050	54000000	55000000	2	4	2000000
chr7	262	52000000	56000000	1051	55000000	56000000	3	4	3000000
chr7	263	56000000	60000000	1052	56000000	57000000	0	4	0
chr7	263	56000000	60000000	1053	57000000	58000000	1	4	1000000
chr7	263	56000000	60000000	1054	58000000	59000000	2	4	2000000
chr7	263	56000000	60000000	1055	59000000	60000000	3	4	3000000
chr7	264	60000000	64000000	1056	60000000	61000000	0	4	0
chr7	264	60000000	64000000	1057	61000000	62000000	1	4	1000000
chr7	264	60000000	64000000	1058	62000000	63000000	2	4	2000000
chr7	264	60000000	64000000	1059	63000000	64000000	3	4	3000000
chr7	265	64000000	68000000	1060	64000000	65000000	0	4	0
chr7	265	64000000	68000000	1061	65000000	66000000	1	4	1000000
chr7	265	64000000	68000000	1062	66000000	67000000	2	4	2000000
chr7	265	64000000	68000000	1063	67000000	68000000	3	4	3000000
chr7	266	68000000	72000000	1064	68000000	69000000	0	4	0
chr7	266	68000000	72000000	1065	69000000	70000000	1	4	1000000
chr7	266	68000000	72000000	1066	70000000	71000000	2	4	2000000
chr7	266	68000000	72000000	1067	71000000	72000000	3	4	3000000
chr7	267	72000000	76000000	1068	72000000	73000000	0	4	0
chr7	267	72000000	76000000	1069	73000000	74000000	1	4	1000000
chr7	267	72000000	76000000	1070	74000000	75000000	2	4	2000000
chr7	267	72000000	76000000	1071	75000000	76000000	3	4	3000000
chr7	268	76000000	80000000	1072	76000000	77000000	0	4	0
chr7	268	76000000	80000000	1073	77000000	78000000	1	4	1000000
chr7	268	76000000	80000000	1074	78000000	79000000	2	4	2000000
chr7	268	76000000	80000000	1075	79000000	80000000	3	4	3000000
chr7	269	80000000	84000000	1076	80000000	81000000	0	4	0
chr7	269	80000000	84000000	1077	81000000	82000000	1	4	1000000
chr7	269	80000000	84000000	1078	82000000	83000000	2	4	2000000
chr7	269	80000000	84000000	1079	83000000	84000000	3	4	3000000
chr7	270	84000000	88000000	1080	84000000	85000000	0	4	0
chr7	270	84000000	88000000	1081	85000000	86000000	1	4	1000000
chr7	270	84000000	88000000	1082	86000000	87000000	2	4	2000000
chr7	270	84000000	88000000	1083	87000000	88000000	3	4	3000000
chr7	271	88000000	92000000	1084	88000000	89000000	0	4	0
chr7	271	88000000	92000000	1085	89000000	90000000	1	4	1000000
chr7	271	88000000	92000000	1086	90000000	91000000	2	4	2000000
chr7	271	88000000	92000000	1087	91000000	92000000	3	4	3000000
chr7	272	92000000	96000000	1088	92000000	93000000	0	4	0
chr7	272	92000000	96000000	1089	93000000	94000000	1	4	1000000
chr7	272	92000000	96000000	1090	94000000	95000000	2	4	2000000
chr7	272	92000000	96000000	1091	95000000	96000000	3	4	3000000
chr7	273	96000000	100000000	1092	96000000	97000000	0	4	0
chr7	273	96000000	100000000	1093	97000000	98000000	1	4	1000000
chr7	273	96000000	100000000	1094	98000000	99000000	2	4	2000000
chr7	273	96000000	100000000	1095	99000000	100000000	3	4	3000000
chr7	274	100000000	104000000	1096	100000000	101000000	0	4	0
chr7	274	100000000	104000000	1097	101000000	102000000	1	4	1000000
chr7	274	100000000	104000000	1098	102000000	103000000	2	4	2000000
chr7	274	100000000	104000000	1099	103000000	104000000	3	4	3000000
chr7	275	104000000	108000000	1100	104000000	105000000	0	4	0
chr7	275	104000000	108000000	1101	105000000	106000000	1	4	1000000
chr7	275	104000000	108000000	1102	106000000	107000000	2	4	2000000
chr7	275	104000000	108000000	1103	107000000	108000000	3	4	3000000
chr7	276	108000000	112000000	1104	108000000	109000000	0	4	0
chr7	276	108000000	112000000	1105	109000000	110000000	1	4	1000000
chr7	276	108000000	112000000	1106	110000000	111000000	2	4	2000000
chr7	276	108000000	112000000	1107	111000000	112000000	3	4	3000000
chr7	277	112000000	116000000	1108	112000000	113000000	0	4	0
chr7	277	112000000	116000000	1109	113000000	114000000	1	4	1000000
chr7	277	112000000	116000000	1110	114000000	115000000	2	4	2000000
chr7	277	112000000	116000000	1111	115000000	116000000	3	4	3000000
chr7	278	116000000	120000000	1112	116000000	117000000	0	4	0
chr7	278	116000000	120000000	1113	117000000	118000000	1	4	1000000
chr7	278	116000000	120000000	1114	118000000	119000000	2	4	2000000
chr7	278	116000000	120000000	1115	119000000	120000000	3	4	3000000
chr7	279	120000000	124000000	1116	120000000	121000000	0	4	0
chr7	279	120000000	124000000	1117	121000000	122000000	1	4	1000000
chr7	279	120000000	124000000	1118	122000000	123000000	2	4	2000000
chr7	279	120000000	124000000	1119	123000000	124000000	3	4	3000000
chr7	280	124000000	128000000	1120	124000000	125000000	0	4	0
chr7	280	124000000	128000000	1121	125000000	126000000	1	4	1000000
chr7	280	124000000	128000000	1122	126000000	127000000	2	4	2000000
chr7	280	124000000	128000000	1123	127000000	128000000	3	4	3000000
chr7	281	128000000	132000000	1124	128000000	129000000	0	4	0
chr7	281	128000000	132000000	1125	129000000	130000000	1	4	1000000
chr7	281	128000000	132000000	1126	130000000	131000000	2	4	2000000
chr7	281	128000000	132000000	1127	131000000	132000000	3	4	3000000
chr7	282	132000000	136000000	1128	132000000	133000000	0	4	0
chr7	282	132000000	136000000	1129	133000000	134000000	1	4	1000000
chr7	282	132000000	136000000	1130	134000000	135000000	2	4	2000000
chr7	282	132000000	136000000	1131	135000000	136000000	3	4	3000000
chr7	283	136000000	140000000	1132	136000000	137000000	0	4	0
chr7	283	136000000	140000000	1133	137000000	138000000	1	4	1000000
chr7	283	136000000	140000000	1134	138000000	139000000	2	4	2000000
chr7	283	136000000	140000000	1135	139000000	140000000	3	4	3000000
chr7	284	140000000	145441459	1136	140000000	141000000	0	5	0
chr7	284	140000000	145441459	1137	141000000	142000000	1	5	1000000
chr7	284	140000000	145441459	1138	142000000	143000000	2	5	2000000
chr7	284	140000000	145441459	1139	143000000	144000000	3	5	3000000
chr7	284	140000000	145441459	1140	144000000	145441459	4	5	4000000
chr8	285	0	4000000	1141	0	1000000	0	4	0
chr8	285	0	4000000	1142	1000000	2000000	1	4	1000000
chr8	285	0	4000000	1143	2000000	3000000	2	4	2000000
chr8	285	0	4000000	1144	3000000	4000000	3	4	3000000
chr8	286	4000000	8000000	1145	4000000	5000000	0	4	0
chr8	286	4000000	8000000	1146	5000000	6000000	1	4	1000000
chr8	286	4000000	8000000	1147	6000000	7000000	2	4	2000000
chr8	286	4000000	8000000	1148	7000000	8000000	3	4	3000000
chr8	287	8000000	12000000	1149	8000000	9000000	0	4	0
chr8	287	8000000	12000000	1150	9000000	10000000	1	4	1000000
chr8	287	8000000	12000000	1151	10000000	11000000	2	4	2000000
chr8	287	8000000	12000000	1152	11000000	12000000	3	4	3000000
chr8	288	12000000	16000000	1153	12000000	13000000	0	4	0
chr8	288	12000000	16000000	1154	13000000	14000000	1	4	1000000
chr8	288	12000000	16000000	1155	14000000	15000000	2	4	2000000
chr8	288	12000000	16000000	1156	15000000	16000000	3	4	3000000
chr8	289	16000000	20000000	1157	16000000	17000000	0	4	0
chr8	289	16000000	20000000	1158	17000000	18000000	1	4	1000000
chr8	289	16000000	20000000	1159	18000000	19000000	2	4	2000000
chr8	289	16000000	20000000	1160	19000000	20000000	3	4	3000000
chr8	290	20000000	24000000	1161	20000000	21000000	0	4	0
chr8	290	20000000	24000000	1162	21000000	22000000	1	4	1000000
chr8	290	20000000	24000000	1163	22000000	23000000	2	4	2000000
chr8	290	20000000	24000000	1164	23000000	24000000	3	4	3000000
chr8	291	24000000	28000000	1165	24000000	25000000	0	4	0
chr8	291	24000000	28000000	1166	25000000	26000000	1	4	1000000
chr8	291	24000000	28000000	1167	26000000	27000000	2	4	2000000
chr8	291	24000000	28000000	1168	27000000	28000000	3	4	3000000
chr8	292	28000000	32000000	1169	28000000	29000000	0	4	0
chr8	292	28000000	32000000	1170	29000000	30000000	1	4	1000000
chr8	292	28000000	32000000	1171	30000000	31000000	2	4	2000000
chr8	292	28000000	32000000	1172	31000000	32000000	3	4	3000000
chr8	293	32000000	36000000	1173	32000000	33000000	0	4	0
chr8	293	32000000	36000000	1174	33000000	34000000	1	4	1000000
chr8	293	32000000	36000000	1175	34000000	35000000	2	4	2000000
chr8	293	32000000	36000000	1176	35000000	36000000	3	4	3000000
chr8	294	36000000	40000000	1177	36000000	37000000	0	4	0
chr8	294	36000000	40000000	1178	37000000	38000000	1	4	1000000
chr8	294	36000000	40000000	1179	38000000	39000000	2	4	2000000
chr8	294	36000000	40000000	1180	39000000	40000000	3	4	3000000
chr8	295	40000000	44000000	1181	40000000	41000000	0	4	0
chr8	295	40000000	44000000	1182	41000000	42000000	1	4	1000000
chr8	295	40000000	44000000	1183	42000000	43000000	2	4	2000000
chr8	295	40000000	44000000	1184	43000000	44000000	3	4	3000000
chr8	296	44000000	48000000	1185	44000000	45000000	0	4	0
chr8	296	44000000	48000000	1186	45000000	46000000	1	4	1000000
chr8	296	44000000	48000000	1187	46000000	47000000	2	4	2000000
chr8	296	44000000	48000000	1188	47000000	48000000	3	4	3000000
chr8	297	48000000	52000000	1189	48000000	49000000	0	4	0
chr8	297	48000000	52000000	1190	49000000	50000000	1	4	1000000
chr8	297	48000000	52000000	1191	50000000	51000000	2	4	2000000
chr8	297	48000000	52000000	1192	51000000	52000000	3	4	3000000
chr8	298	52000000	56000000	1193	52000000	53000000	0	4	0
chr8	298	52000000	56000000	1194	53000000	54000000	1	4	1000000
chr8	298	52000000	56000000	1195	54000000	55000000	2	4	2000000
chr8	298	52000000	56000000	1196	55000000	56000000	3	4	3000000
chr8	299	56000000	60000000	1197	56000000	57000000	0	4	0
chr8	299	56000000	60000000	1198	57000000	58000000	1	4	1000000
chr8	299	56000000	60000000	1199	58000000	59000000	2	4	2000000
chr8	299	56000000	60000000	1200	59000000	60000000	3	4	3000000
chr8	300	60000000	64000000	1201	60000000	61000000	0	4	0
chr8	300	60000000	64000000	1202	61000000	62000000	1	4	1000000
chr8	300	60000000	64000000	1203	62000000	63000000	2	4	2000000
chr8	300	60000000	64000000	1204	63000000	64000000	3	4	3000000
chr8	301	64000000	68000000	1205	64000000	65000000	0	4	0
chr8	301	64000000	68000000	1206	65000000	66000000	1	4	1000000
chr8	301	64000000	68000000	1207	66000000	67000000	2	4	2000000
chr8	301	64000000	68000000	1208	67000000	68000000	3	4	3000000
chr8	302	68000000	72000000	1209	68000000	69000000	0	4	0
chr8	302	68000000	72000000	1210	69000000	70000000	1	4	1000000
chr8	302	68000000	72000000	1211	70000000	71000000	2	4	2000000
chr8	302	68000000	72000000	1212	71000000	72000000	3	4	3000000
chr8	303	72000000	76000000	1213	72000000	73000000	0	4	0
chr8	303	72000000	76000000	1214	73000000	74000000	1	4	1000000
chr8	303	72000000	76000000	1215	74000000	75000000	2	4	2000000
chr8	303	72000000	76000000	1216	75000000	76000000	3	4	3000000
chr8	304	76000000	80000000	1217	76000000	77000000	0	4	0
chr8	304	76000000	80000000	1218	77000000	78000000	1	4	1000000
chr8	304	76000000	80000000	1219	78000000	79000000	2	4	2000000
chr8	304	76000000	80000000	1220	79000000	80000000	3	4	3000000
chr8	305	80000000	84000000	1221	80000000	81000000	0	4	0
chr8	305	80000000	84000000	1222	81000000	82000000	1	4	1000000
chr8	305	80000000	84000000	1223	82000000	83000000	2	4	2000000
chr8	305	80000000	84000000	1224	83000000	84000000	3	4	3000000
chr8	306	84000000	88000000	1225	84000000	85000000	0	4	0
chr8	306	84000000	88000000	1226	85000000	86000000	1	4	1000000
chr8	306	84000000	88000000	1227	86000000	87000000	2	4	2000000
chr8	306	84000000	88000000	1228	87000000	88000000	3	4	3000000
chr8	307	88000000	92000000	1229	88000000	89000000	0	4	0
chr8	307	88000000	92000000	1230	89000000	90000000	1	4	1000000
chr8	307	88000000	92000000	1231	90000000	91000000	2	4	2000000
chr8	307	88000000	92000000	1232	91000000	92000000	3	4	3000000
chr8	308	92000000	96000000	1233	92000000	93000000	0	4	0
chr8	308	92000000	96000000	1234	93000000	94000000	1	4	1000000
chr8	308	92000000	96000000	1235	94000000	95000000	2	4	2000000
chr8	308	92000000	96000000	1236	95000000	96000000	3	4	3000000
chr8	309	96000000	100000000	1237	96000000	97000000	0	4	0
chr8	309	96000000	100000000	1238	97000000	98000000	1	4	1000000
chr8	309	96000000	100000000	1239	98000000	99000000	2	4	2000000
chr8	309	96000000	100000000	1240	99000000	100000000	3	4	3000000
chr8	310	100000000	104000000	1241	100000000	101000000	0	4	0
chr8	310	100000000	104000000	1242	101000000	102000000	1	4	1000000
chr8	310	100000000	104000000	1243	102000000	103000000	2	4	2000000
chr8	310	100000000	104000000	1244	103000000	104000000	3	4	3000000
chr8	311	104000000	108000000	1245	104000000	105000000	0	4	0
chr8	311	104000000	108000000	1246	105000000	106000000	1	4	1000000
chr8	311	104000000	108000000	1247	106000000	107000000	2	4	2000000
chr8	311	104000000	108000000	1248	107000000	108000000	3	4	3000000
chr8	312	108000000	112000000	1249	108000000	109000000	0	4	0
chr8	312	108000000	112000000	1250	109000000	110000000	1	4	1000000
chr8	312	108000000	112000000	1251	110000000	111000000	2	4	2000000
chr8	312	108000000	112000000	1252	111000000	112000000	3	4	3000000
chr8	313	112000000	116000000	1253	112000000	113000000	0	4	0
chr8	313	112000000	116000000	1254	113000000	114000000	1	4	1000000
chr8	313	112000000	116000000	1255	114000000	115000000	2	4	2000000
chr8	313	112000000	116000000	1256	115000000	116000000	3	4	3000000
chr8	314	116000000	120000000	1257	116000000	117000000	0	4	0
chr8	314	116000000	120000000	1258	117000000	118000000	1	4	1000000
chr8	314	116000000	120000000	1259	118000000	119000000	2	4	2000000
chr8	314	116000000	120000000	1260	119000000	120000000	3	4	3000000
chr8	315	120000000	124000000	1261	120000000	121000000	0	4	0
chr8	315	120000000	124000000	1262	121000000	122000000	1	4	1000000
chr8	315	120000000	124000000	1263	122000000	123000000	2	4	2000000
chr8	315	120000000	124000000	1264	123000000	124000000	3	4	3000000
chr8	316	124000000	129401213	1265	124000000	125000000	0	5	0
chr8	316	124000000	129401213	1266	125000000	126000000	1	5	1000000
chr8	316	124000000	129401213	1267	126000000	127000000	2	5	2000000
chr8	316	124000000	129401213	1268	127000000	128000000	3	5	3000000
chr8	316	124000000	129401213	1269	128000000	129401213	4	5	4000000
chr9	317	0	4000000	1270	0	1000000	0	4	0
chr9	317	0	4000000	1271	1000000	2000000	1	4	1000000
chr9	317	0	4000000	1272	2000000	3000000	2	4	2000000
chr9	317	0	4000000	1273	3000000	4000000	3	4	3000000
chr9	318	4000000	8000000	1274	4000000	5000000	0	4	0
chr9	318	4000000	8000000	1275	5000000	6000000	1	4	1000000
chr9	318	4000000	8000000	1276	6000000	7000000	2	4	2000000
chr9	318	4000000	8000000	1277	7000000	8000000	3	4	3000000
chr9	319	8000000	12000000	1278	8000000	9000000	0	4	0
chr9	319	8000000	12000000	1279	9000000	10000000	1	4	1000000
chr9	319	8000000	12000000	1280	10000000	11000000	2	4	2000000
chr9	319	8000000	12000000	1281	11000000	12000000	3	4	3000000
chr9	320	12000000	16000000	1282	12000000	13000000	0	4	0
chr9	320	12000000	16000000	1283	13000000	14000000	1	4	1000000
chr9	320	12000000	16000000	1284	14000000	15000000	2	4	2000000
chr9	320	12000000	16000000	1285	15000000	16000000	3	4	3000000
chr9	321	16000000	20000000	1286	16000000	17000000	0	4	0
chr9	321	16000000	20000000	1287	17000000	18000000	1	4	1000000
chr9	321	16000000	20000000	1288	18000000	19000000	2	4	2000000
chr9	321	16000000	20000000	1289	19000000	20000000	3	4	3000000
chr9	322	20000000	24000000	1290	20000000	21000000	0	4	0
chr9	322	20000000	24000000	1291	21000000	22000000	1	4	1000000
chr9	322	20000000	24000000	1292	22000000	23000000	2	4	2000000
chr9	322	20000000	24000000	1293	23000000	24000000	3	4	3000000
chr9	323	24000000	28000000	1294	24000000	25000000	0	4	0
chr9	323	24000000	28000000	1295	25000000	26000000	1	4	1000000
chr9	323	24000000	28000000	1296	26000000	27000000	2	4	2000000
chr9	323	24000000	28000000	1297	27000000	28000000	3	4	3000000
chr9	324	28000000	32000000	1298	28000000	29000000	0	4	0
chr9	324	28000000	32000000	1299	29000000	30000000	1	4	1000000
chr9	324	28000000	32000000	1300	30000000	31000000	2	4	2000000
chr9	324	28000000	32000000	1301	31000000	32000000	3	4	3000000
chr9	325	32000000	36000000	1302	32000000	33000000	0	4	0
chr9	325	32000000	36000000	1303	33000000	34000000	1	4	1000000
chr9	325	32000000	36000000	1304	34000000	35000000	2	4	2000000
chr9	325	32000000	36000000	1305	35000000	36000000	3	4	3000000
chr9	326	36000000	40000000	1306	36000000	37000000	0	4	0
chr9	326	36000000	40000000	1307	37000000	38000000	1	4	1000000
chr9	326	36000000	40000000	1308	38000000	39000000	2	4	2000000
chr9	326	36000000	40000000	1309	39000000	40000000	3	4	3000000
chr9	327	40000000	44000000	1310	40000000	41000000	0	4	0
chr9	327	40000000	44000000	1311	41000000	42000000	1	4	1000000
chr9	327	40000000	44000000	1312	42000000	43000000	2	4	2000000
chr9	327	40000000	44000000	1313	43000000	44000000	3	4	3000000
chr9	328	44000000	48000000	1314	44000000	45000000	0	4	0
chr9	328	44000000	48000000	1315	45000000	46000000	1	4	1000000
chr9	328	44000000	48000000	1316	46000000	47000000	2	4	2000000
