chr	bid	start	end	bead_size_bp	n_child_1mb
chr9	1315	45000000	46000000	1000000	-1
chr9	1316	46000000	47000000	1000000	-1
chr9	1317	47000000	48000000	1000000	-1
chr9	1318	48000000	49000000	1000000	-1
chr9	1319	49000000	50000000	1000000	-1
chr9	1320	50000000	51000000	1000000	-1
chr9	1321	51000000	52000000	1000000	-1
chr9	1322	52000000	53000000	1000000	-1
chr9	1323	53000000	54000000	1000000	-1
chr9	1324	54000000	55000000	1000000	-1
chr9	1325	55000000	56000000	1000000	-1
chr9	1326	56000000	57000000	1000000	-1
chr9	1327	57000000	58000000	1000000	-1
chr9	1328	58000000	59000000	1000000	-1
chr9	1329	59000000	60000000	1000000	-1
chr9	1330	60000000	61000000	1000000	-1
chr9	1331	61000000	62000000	1000000	-1
chr9	1332	62000000	63000000	1000000	-1
chr9	1333	63000000	64000000	1000000	-1
chr9	1334	64000000	65000000	1000000	-1
chr9	1335	65000000	66000000	1000000	-1
chr9	1336	66000000	67000000	1000000	-1
chr9	1337	67000000	68000000	1000000	-1
chr9	1338	68000000	69000000	1000000	-1
chr9	1339	69000000	70000000	1000000	-1
chr9	1340	70000000	71000000	1000000	-1
chr9	1341	71000000	72000000	1000000	-1
chr9	1342	72000000	73000000	1000000	-1
chr9	1343	73000000	74000000	1000000	-1
chr9	1344	74000000	75000000	1000000	-1
chr9	1345	75000000	76000000	1000000	-1
chr9	1346	76000000	77000000	1000000	-1
chr9	1347	77000000	78000000	1000000	-1
chr9	1348	78000000	79000000	1000000	-1
chr9	1349	79000000	80000000	1000000	-1
chr9	1350	80000000	81000000	1000000	-1
chr9	1351	81000000	82000000	1000000	-1
chr9	1352	82000000	83000000	1000000	-1
chr9	1353	83000000	84000000	1000000	-1
chr9	1354	84000000	85000000	1000000	-1
chr9	1355	85000000	86000000	1000000	-1
chr9	1356	86000000	87000000	1000000	-1
chr9	1357	87000000	88000000	1000000	-1
chr9	1358	88000000	89000000	1000000	-1
chr9	1359	89000000	90000000	1000000	-1
chr9	1360	90000000	91000000	1000000	-1
chr9	1361	91000000	92000000	1000000	-1
chr9	1362	92000000	93000000	1000000	-1
chr9	1363	93000000	94000000	1000000	-1
chr9	1364	94000000	95000000	1000000	-1
chr9	1365	95000000	96000000	1000000	-1
chr9	1366	96000000	97000000	1000000	-1
chr9	1367	97000000	98000000	1000000	-1
chr9	1368	98000000	99000000	1000000	-1
chr9	1369	99000000	100000000	1000000	-1
chr9	1370	100000000	101000000	1000000	-1
chr9	1371	101000000	102000000	1000000	-1
chr9	1372	102000000	103000000	1000000	-1
chr9	1373	103000000	104000000	1000000	-1
chr9	1374	104000000	105000000	1000000	-1
chr9	1375	105000000	106000000	1000000	-1
chr9	1376	106000000	107000000	1000000	-1
chr9	1377	107000000	108000000	1000000	-1
chr9	1378	108000000	109000000	1000000	-1
chr9	1379	109000000	110000000	1000000	-1
chr9	1380	110000000	111000000	1000000	-1
chr9	1381	111000000	112000000	1000000	-1
chr9	1382	112000000	113000000	1000000	-1
chr9	1383	113000000	114000000	1000000	-1
chr9	1384	114000000	115000000	1000000	-1
chr9	1385	115000000	116000000	1000000	-1
chr9	1386	116000000	117000000	1000000	-1
chr9	1387	117000000	118000000	1000000	-1
chr9	1388	118000000	119000000	1000000	-1
chr9	1389	119000000	120000000	1000000	-1
chr9	1390	120000000	121000000	1000000	-1
chr9	1391	121000000	122000000	1000000	-1
chr9	1392	122000000	123000000	1000000	-1
chr9	1393	123000000	124000000	1000000	-1
chr9	1394	124000000	124595110	595110	-1
chr10	1395	0	1000000	1000000	-1
chr10	1396	1000000	2000000	1000000	-1
chr10	1397	2000000	3000000	1000000	-1
chr10	1398	3000000	4000000	1000000	-1
chr10	1399	4000000	5000000	1000000	-1
chr10	1400	5000000	6000000	1000000	-1
chr10	1401	6000000	7000000	1000000	-1
chr10	1402	7000000	8000000	1000000	-1
chr10	1403	8000000	9000000	1000000	-1
chr10	1404	9000000	10000000	1000000	-1
chr10	1405	10000000	11000000	1000000	-1
chr10	1406	11000000	12000000	1000000	-1
chr10	1407	12000000	13000000	1000000	-1
chr10	1408	13000000	14000000	1000000	-1
chr10	1409	14000000	15000000	1000000	-1
chr10	1410	15000000	16000000	1000000	-1
chr10	1411	16000000	17000000	1000000	-1
chr10	1412	17000000	18000000	1000000	-1
chr10	1413	18000000	19000000	1000000	-1
chr10	1414	19000000	20000000	1000000	-1
chr10	1415	20000000	21000000	1000000	-1
chr10	1416	21000000	22000000	1000000	-1
chr10	1417	22000000	23000000	1000000	-1
chr10	1418	23000000	24000000	1000000	-1
chr10	1419	24000000	25000000	1000000	-1
chr10	1420	25000000	26000000	1000000	-1
chr10	1421	26000000	27000000	1000000	-1
chr10	1422	27000000	28000000	1000000	-1
chr10	1423	28000000	29000000	1000000	-1
chr10	1424	29000000	30000000	1000000	-1
chr10	1425	30000000	31000000	1000000	-1
chr10	1426	31000000	32000000	1000000	-1
chr10	1427	32000000	33000000	1000000	-1
chr10	1428	33000000	34000000	1000000	-1
chr10	1429	34000000	35000000	1000000	-1
chr10	1430	35000000	36000000	1000000	-1
chr10	1431	36000000	37000000	1000000	-1
chr10	1432	37000000	38000000	1000000	-1
chr10	1433	38000000	39000000	1000000	-1
chr10	1434	39000000	40000000	1000000	-1
chr10	1435	40000000	41000000	1000000	-1
chr10	1436	41000000	42000000	1000000	-1
chr10	1437	42000000	43000000	1000000	-1
chr10	1438	43000000	44000000	1000000	-1
chr10	1439	44000000	45000000	1000000	-1
chr10	1440	45000000	46000000	1000000	-1
chr10	1441	46000000	47000000	1000000	-1
chr10	1442	47000000	48000000	1000000	-1
chr10	1443	48000000	49000000	1000000	-1
chr10	1444	49000000	50000000	1000000	-1
chr10	1445	50000000	51000000	1000000	-1
chr10	1446	51000000	52000000	1000000	-1
chr10	1447	52000000	53000000	1000000	-1
chr10	1448	53000000	54000000	1000000	-1
chr10	1449	54000000	55000000	1000000	-1
chr10	1450	55000000	56000000	1000000	-1
chr10	1451	56000000	57000000	1000000	-1
chr10	1452	57000000	58000000	1000000	-1
chr10	1453	58000000	59000000	1000000	-1
chr10	1454	59000000	60000000	1000000	-1
chr10	1455	60000000	61000000	1000000	-1
chr10	1456	61000000	62000000	1000000	-1
chr10	1457	62000000	63000000	1000000	-1
chr10	1458	63000000	64000000	1000000	-1
chr10	1459	64000000	65000000	1000000	-1
chr10	1460	65000000	66000000	1000000	-1
chr10	1461	66000000	67000000	1000000	-1
chr10	1462	67000000	68000000	1000000	-1
chr10	1463	68000000	69000000	1000000	-1
chr10	1464	69000000	70000000	1000000	-1
chr10	1465	70000000	71000000	1000000	-1
chr10	1466	71000000	72000000	1000000	-1
chr10	1467	72000000	73000000	1000000	-1
chr10	1468	73000000	74000000	1000000	-1
chr10	1469	74000000	75000000	1000000	-1
chr10	1470	75000000	76000000	1000000	-1
chr10	1471	76000000	77000000	1000000	-1
chr10	1472	77000000	78000000	1000000	-1
chr10	1473	78000000	79000000	1000000	-1
chr10	1474	79000000	80000000	1000000	-1
chr10	1475	80000000	81000000	1000000	-1
chr10	1476	81000000	82000000	1000000	-1
chr10	1477	82000000	83000000	1000000	-1
chr10	1478	83000000	84000000	1000000	-1
chr10	1479	84000000	85000000	1000000	-1
chr10	1480	85000000	86000000	1000000	-1
chr10	1481	86000000	87000000	1000000	-1
chr10	1482	87000000	88000000	1000000	-1
chr10	1483	88000000	89000000	1000000	-1
chr10	1484	89000000	90000000	1000000	-1
chr10	1485	90000000	91000000	1000000	-1
chr10	1486	91000000	92000000	1000000	-1
chr10	1487	92000000	93000000	1000000	-1
chr10	1488	93000000	94000000	1000000	-1
chr10	1489	94000000	95000000	1000000	-1
chr10	1490	95000000	96000000	1000000	-1
chr10	1491	96000000	97000000	1000000	-1
chr10	1492	97000000	98000000	1000000	-1
chr10	1493	98000000	99000000	1000000	-1
chr10	1494	99000000	100000000	1000000	-1
chr10	1495	100000000	101000000	1000000	-1
chr10	1496	101000000	102000000	1000000	-1
chr10	1497	102000000	103000000	1000000	-1
chr10	1498	103000000	104000000	1000000	-1
chr10	1499	104000000	105000000	1000000	-1
chr10	1500	105000000	106000000	1000000	-1
chr10	1501	106000000	107000000	1000000	-1
chr10	1502	107000000	108000000	1000000	-1
chr10	1503	108000000	109000000	1000000	-1
chr10	1504	109000000	110000000	1000000	-1
chr10	1505	110000000	111000000	1000000	-1
chr10	1506	111000000	112000000	1000000	-1
chr10	1507	112000000	113000000	1000000	-1
chr10	1508	113000000	114000000	1000000	-1
chr10	1509	114000000	115000000	1000000	-1
chr10	1510	115000000	116000000	1000000	-1
chr10	1511	116000000	117000000	1000000	-1
chr10	1512	117000000	118000000	1000000	-1
chr10	1513	118000000	119000000	1000000	-1
chr10	1514	119000000	120000000	1000000	-1
chr10	1515	120000000	121000000	1000000	-1
chr10	1516	121000000	122000000	1000000	-1
chr10	1517	122000000	123000000	1000000	-1
chr10	1518	123000000	124000000	1000000	-1
chr10	1519	124000000	125000000	1000000	-1
chr10	1520	125000000	126000000	1000000	-1
chr10	1521	126000000	127000000	1000000	-1
chr10	1522	127000000	128000000	1000000	-1
chr10	1523	128000000	129000000	1000000	-1
chr10	1524	129000000	130000000	1000000	-1
chr10	1525	130000000	130694993	694993	-1
chr11	1526	0	1000000	1000000	-1
chr11	1527	1000000	2000000	1000000	-1
chr11	1528	2000000	3000000	1000000	-1
chr11	1529	3000000	4000000	1000000	-1
chr11	1530	4000000	5000000	1000000	-1
chr11	1531	5000000	6000000	1000000	-1
chr11	1532	6000000	7000000	1000000	-1
chr11	1533	7000000	8000000	1000000	-1
chr11	1534	8000000	9000000	1000000	-1
chr11	1535	9000000	10000000	1000000	-1
chr11	1536	10000000	11000000	1000000	-1
chr11	1537	11000000	12000000	1000000	-1
chr11	1538	12000000	13000000	1000000	-1
chr11	1539	13000000	14000000	1000000	-1
chr11	1540	14000000	15000000	1000000	-1
chr11	1541	15000000	16000000	1000000	-1
chr11	1542	16000000	17000000	1000000	-1
chr11	1543	17000000	18000000	1000000	-1
chr11	1544	18000000	19000000	1000000	-1
chr11	1545	19000000	20000000	1000000	-1
chr11	1546	20000000	21000000	1000000	-1
chr11	1547	21000000	22000000	1000000	-1
chr11	1548	22000000	23000000	1000000	-1
chr11	1549	23000000	24000000	1000000	-1
chr11	1550	24000000	25000000	1000000	-1
chr11	1551	25000000	26000000	1000000	-1
chr11	1552	26000000	27000000	1000000	-1
chr11	1553	27000000	28000000	1000000	-1
chr11	1554	28000000	29000000	1000000	-1
chr11	1555	29000000	30000000	1000000	-1
chr11	1556	30000000	31000000	1000000	-1
chr11	1557	31000000	32000000	1000000	-1
chr11	1558	32000000	33000000	1000000	-1
chr11	1559	33000000	34000000	1000000	-1
chr11	1560	34000000	35000000	1000000	-1
chr11	1561	35000000	36000000	1000000	-1
chr11	1562	36000000	37000000	1000000	-1
chr11	1563	37000000	38000000	1000000	-1
chr11	1564	38000000	39000000	1000000	-1
chr11	1565	39000000	40000000	1000000	-1
chr11	1566	40000000	41000000	1000000	-1
chr11	1567	41000000	42000000	1000000	-1
chr11	1568	42000000	43000000	1000000	-1
chr11	1569	43000000	44000000	1000000	-1
chr11	1570	44000000	45000000	1000000	-1
chr11	1571	45000000	46000000	1000000	-1
chr11	1572	46000000	47000000	1000000	-1
chr11	1573	47000000	48000000	1000000	-1
chr11	1574	48000000	49000000	1000000	-1
chr11	1575	49000000	50000000	1000000	-1
chr11	1576	50000000	51000000	1000000	-1
chr11	1577	51000000	52000000	1000000	-1
chr11	1578	52000000	53000000	1000000	-1
chr11	1579	53000000	54000000	1000000	-1
chr11	1580	54000000	55000000	1000000	-1
chr11	1581	55000000	56000000	1000000	-1
chr11	1582	56000000	57000000	1000000	-1
chr11	1583	57000000	58000000	1000000	-1
chr11	1584	58000000	59000000	1000000	-1
chr11	1585	59000000	60000000	1000000	-1
chr11	1586	60000000	61000000	1000000	-1
chr11	1587	61000000	62000000	1000000	-1
chr11	1588	62000000	63000000	1000000	-1
chr11	1589	63000000	64000000	1000000	-1
chr11	1590	64000000	65000000	1000000	-1
chr11	1591	65000000	66000000	1000000	-1
chr11	1592	66000000	67000000	1000000	-1
chr11	1593	67000000	68000000	1000000	-1
chr11	1594	68000000	69000000	1000000	-1
chr11	1595	69000000	70000000	1000000	-1
chr11	1596	70000000	71000000	1000000	-1
chr11	1597	71000000	72000000	1000000	-1
chr11	1598	72000000	73000000	1000000	-1
chr11	1599	73000000	74000000	1000000	-1
chr11	1600	74000000	75000000	1000000	-1
chr11	1601	75000000	76000000	1000000	-1
chr11	1602	76000000	77000000	1000000	-1
chr11	1603	77000000	78000000	1000000	-1
chr11	1604	78000000	79000000	1000000	-1
chr11	1605	79000000	80000000	1000000	-1
chr11	1606	80000000	81000000	1000000	-1
chr11	1607	81000000	82000000	1000000	-1
chr11	1608	82000000	83000000	1000000	-1
chr11	1609	83000000	84000000	1000000	-1
chr11	1610	84000000	85000000	1000000	-1
chr11	1611	85000000	86000000	1000000	-1
chr11	1612	86000000	87000000	1000000	-1
chr11	1613	87000000	88000000	1000000	-1
chr11	1614	88000000	89000000	1000000	-1
chr11	1615	89000000	90000000	1000000	-1
chr11	1616	90000000	91000000	1000000	-1
chr11	1617	91000000	92000000	1000000	-1
chr11	1618	92000000	93000000	1000000	-1
chr11	1619	93000000	94000000	1000000	-1
chr11	1620	94000000	95000000	1000000	-1
chr11	1621	95000000	96000000	1000000	-1
chr11	1622	96000000	97000000	1000000	-1
chr11	1623	97000000	98000000	1000000	-1
chr11	1624	98000000	99000000	1000000	-1
chr11	1625	99000000	100000000	1000000	-1
chr11	1626	100000000	101000000	1000000	-1
chr11	1627	101000000	102000000	1000000	-1
chr11	1628	102000000	103000000	1000000	-1
chr11	1629	103000000	104000000	1000000	-1
chr11	1630	104000000	105000000	1000000	-1
chr11	1631	105000000	106000000	1000000	-1
chr11	1632	106000000	107000000	1000000	-1
chr11	1633	107000000	108000000	1000000	-1
chr11	1634	108000000	109000000	1000000	-1
chr11	1635	109000000	110000000	1000000	-1
chr11	1636	110000000	111000000	1000000	-1
chr11	1637	111000000	112000000	1000000	-1
chr11	1638	112000000	113000000	1000000	-1
chr11	1639	113000000	114000000	1000000	-1
chr11	1640	114000000	115000000	1000000	-1
chr11	1641	115000000	116000000	1000000	-1
chr11	1642	116000000	117000000	1000000	-1
chr11	1643	117000000	118000000	1000000	-1
chr11	1644	118000000	119000000	1000000	-1
chr11	1645	119000000	120000000	1000000	-1
chr11	1646	120000000	121000000	1000000	-1
chr11	1647	121000000	122082543	1082543	-1
chr12	1648	0	1000000	1000000	-1
chr12	1649	1000000	2000000	1000000	-1
chr12	1650	2000000	3000000	1000000	-1
chr12	1651	3000000	4000000	1000000	-1
chr12	1652	4000000	5000000	1000000	-1
chr12	1653	5000000	6000000	1000000	-1
chr12	1654	6000000	7000000	1000000	-1
chr12	1655	7000000	8000000	1000000	-1
chr12	1656	8000000	9000000	1000000	-1
chr12	1657	9000000	10000000	1000000	-1
chr12	1658	10000000	11000000	1000000	-1
chr12	1659	11000000	12000000	1000000	-1
chr12	1660	12000000	13000000	1000000	-1
chr12	1661	13000000	14000000	1000000	-1
chr12	1662	14000000	15000000	1000000	-1
chr12	1663	15000000	16000000	1000000	-1
chr12	1664	16000000	17000000	1000000	-1
chr12	1665	17000000	18000000	1000000	-1
chr12	1666	18000000	19000000	1000000	-1
chr12	1667	19000000	20000000	1000000	-1
chr12	1668	20000000	21000000	1000000	-1
chr12	1669	21000000	22000000	1000000	-1
chr12	1670	22000000	23000000	1000000	-1
chr12	1671	23000000	24000000	1000000	-1
chr12	1672	24000000	25000000	1000000	-1
chr12	1673	25000000	26000000	1000000	-1
chr12	1674	26000000	27000000	1000000	-1
chr12	1675	27000000	28000000	1000000	-1
chr12	1676	28000000	29000000	1000000	-1
chr12	1677	29000000	30000000	1000000	-1
chr12	1678	30000000	31000000	1000000	-1
chr12	1679	31000000	32000000	1000000	-1
chr12	1680	32000000	33000000	1000000	-1
chr12	1681	33000000	34000000	1000000	-1
chr12	1682	34000000	35000000	1000000	-1
chr12	1683	35000000	36000000	1000000	-1
chr12	1684	36000000	37000000	1000000	-1
chr12	1685	37000000	38000000	1000000	-1
chr12	1686	38000000	39000000	1000000	-1
chr12	1687	39000000	40000000	1000000	-1
chr12	1688	40000000	41000000	1000000	-1
chr12	1689	41000000	42000000	1000000	-1
chr12	1690	42000000	43000000	1000000	-1
chr12	1691	43000000	44000000	1000000	-1
chr12	1692	44000000	45000000	1000000	-1
chr12	1693	45000000	46000000	1000000	-1
chr12	1694	46000000	47000000	1000000	-1
chr12	1695	47000000	48000000	1000000	-1
chr12	1696	48000000	49000000	1000000	-1
chr12	1697	49000000	50000000	1000000	-1
chr12	1698	50000000	51000000	1000000	-1
chr12	1699	51000000	52000000	1000000	-1
chr12	1700	52000000	53000000	1000000	-1
chr12	1701	53000000	54000000	1000000	-1
chr12	1702	54000000	55000000	1000000	-1
chr12	1703	55000000	56000000	1000000	-1
chr12	1704	56000000	57000000	1000000	-1
chr12	1705	57000000	58000000	1000000	-1
chr12	1706	58000000	59000000	1000000	-1
chr12	1707	59000000	60000000	1000000	-1
chr12	1708	60000000	61000000	1000000	-1
chr12	1709	61000000	62000000	1000000	-1
chr12	1710	62000000	63000000	1000000	-1
chr12	1711	63000000	64000000	1000000	-1
chr12	1712	64000000	65000000	1000000	-1
chr12	1713	65000000	66000000	1000000	-1
chr12	1714	66000000	67000000	1000000	-1
chr12	1715	67000000	68000000	1000000	-1
chr12	1716	68000000	69000000	1000000	-1
chr12	1717	69000000	70000000	1000000	-1
chr12	1718	70000000	71000000	1000000	-1
chr12	1719	71000000	72000000	1000000	-1
chr12	1720	72000000	73000000	1000000	-1
chr12	1721	73000000	74000000	1000000	-1
chr12	1722	74000000	75000000	1000000	-1
chr12	1723	75000000	76000000	1000000	-1
chr12	1724	76000000	77000000	1000000	-1
chr12	1725	77000000	78000000	1000000	-1
chr12	1726	78000000	79000000	1000000	-1
chr12	1727	79000000	80000000	1000000	-1
chr12	1728	80000000	81000000	1000000	-1
chr12	1729	81000000	82000000	1000000	-1
chr12	1730	82000000	83000000	1000000	-1
chr12	1731	83000000	84000000	1000000	-1
chr12	1732	84000000	85000000	1000000	-1
chr12	1733	85000000	86000000	1000000	-1
chr12	1734	86000000	87000000	1000000	-1
chr12	1735	87000000	88000000	1000000	-1
chr12	1736	88000000	89000000	1000000	-1
chr12	1737	89000000	90000000	1000000	-1
chr12	1738	90000000	91000000	1000000	-1
chr12	1739	91000000	92000000	1000000	-1
chr12	1740	92000000	93000000	1000000	-1
chr12	1741	93000000	94000000	1000000	-1
chr12	1742	94000000	95000000	1000000	-1
chr12	1743	95000000	96000000	1000000	-1
chr12	1744	96000000	97000000	1000000	-1
chr12	1745	97000000	98000000	1000000	-1
chr12	1746	98000000	99000000	1000000	-1
chr12	1747	99000000	100000000	1000000	-1
chr12	1748	100000000	101000000	1000000	-1
chr12	1749	101000000	102000000	1000000	-1
chr12	1750	102000000	103000000	1000000	-1
chr12	1751	103000000	104000000	1000000	-1
chr12	1752	104000000	105000000	1000000	-1
chr12	1753	105000000	106000000	1000000	-1
chr12	1754	106000000	107000000	1000000	-1
chr12	1755	107000000	108000000	1000000	-1
chr12	1756	108000000	109000000	1000000	-1
chr12	1757	109000000	110000000	1000000	-1
chr12	1758	110000000	111000000	1000000	-1
chr12	1759	111000000	112000000	1000000	-1
chr12	1760	112000000	113000000	1000000	-1
chr12	1761	113000000	114000000	1000000	-1
chr12	1762	114000000	115000000	1000000	-1
chr12	1763	115000000	116000000	1000000	-1
chr12	1764	116000000	117000000	1000000	-1
chr12	1765	117000000	118000000	1000000	-1
chr12	1766	118000000	119000000	1000000	-1
chr12	1767	119000000	120129022	1129022	-1
chr13	1768	0	1000000	1000000	-1
chr13	1769	1000000	2000000	1000000	-1
chr13	1770	2000000	3000000	1000000	-1
chr13	1771	3000000	4000000	1000000	-1
chr13	1772	4000000	5000000	1000000	-1
chr13	1773	5000000	6000000	1000000	-1
chr13	1774	6000000	7000000	1000000	-1
chr13	1775	7000000	8000000	1000000	-1
chr13	1776	8000000	9000000	1000000	-1
chr13	1777	9000000	10000000	1000000	-1
chr13	1778	10000000	11000000	1000000	-1
chr13	1779	11000000	12000000	1000000	-1
chr13	1780	12000000	13000000	1000000	-1
chr13	1781	13000000	14000000	1000000	-1
chr13	1782	14000000	15000000	1000000	-1
chr13	1783	15000000	16000000	1000000	-1
chr13	1784	16000000	17000000	1000000	-1
chr13	1785	17000000	18000000	1000000	-1
chr13	1786	18000000	19000000	1000000	-1
chr13	1787	19000000	20000000	1000000	-1
chr13	1788	20000000	21000000	1000000	-1
chr13	1789	21000000	22000000	1000000	-1
chr13	1790	22000000	23000000	1000000	-1
chr13	1791	23000000	24000000	1000000	-1
chr13	1792	24000000	25000000	1000000	-1
chr13	1793	25000000	26000000	1000000	-1
chr13	1794	26000000	27000000	1000000	-1
chr13	1795	27000000	28000000	1000000	-1
chr13	1796	28000000	29000000	1000000	-1
chr13	1797	29000000	30000000	1000000	-1
chr13	1798	30000000	31000000	1000000	-1
chr13	1799	31000000	32000000	1000000	-1
chr13	1800	32000000	33000000	1000000	-1
chr13	1801	33000000	34000000	1000000	-1
chr13	1802	34000000	35000000	1000000	-1
chr13	1803	35000000	36000000	1000000	-1
chr13	1804	36000000	37000000	1000000	-1
chr13	1805	37000000	38000000	1000000	-1
chr13	1806	38000000	39000000	1000000	-1
chr13	1807	39000000	40000000	1000000	-1
chr13	1808	40000000	41000000	1000000	-1
chr13	1809	41000000	42000000	1000000	-1
chr13	1810	42000000	43000000	1000000	-1
chr13	1811	43000000	44000000	1000000	-1
chr13	1812	44000000	45000000	1000000	-1
chr13	1813	45000000	46000000	1000000	-1
chr13	1814	46000000	47000000	1000000	-1
chr13	1815	47000000	48000000	1000000	-1
chr13	1816	48000000	49000000	1000000	-1
chr13	1817	49000000	50000000	1000000	-1
chr13	1818	50000000	51000000	1000000	-1
chr13	1819	51000000	52000000	1000000	-1
chr13	1820	52000000	53000000	1000000	-1
chr13	1821	53000000	54000000	1000000	-1
chr13	1822	54000000	55000000	1000000	-1
chr13	1823	55000000	56000000	1000000	-1
chr13	1824	56000000	57000000	1000000	-1
chr13	1825	57000000	58000000	1000000	-1
chr13	1826	58000000	59000000	1000000	-1
chr13	1827	59000000	60000000	1000000	-1
chr13	1828	60000000	61000000	1000000	-1
chr13	1829	61000000	62000000	1000000	-1
chr13	1830	62000000	63000000	1000000	-1
chr13	1831	63000000	64000000	1000000	-1
chr13	1832	64000000	65000000	1000000	-1
chr13	1833	65000000	66000000	1000000	-1
chr13	1834	66000000	67000000	1000000	-1
chr13	1835	67000000	68000000	1000000	-1
chr13	1836	68000000	69000000	1000000	-1
chr13	1837	69000000	70000000	1000000	-1
chr13	1838	70000000	71000000	1000000	-1
chr13	1839	71000000	72000000	1000000	-1
chr13	1840	72000000	73000000	1000000	-1
chr13	1841	73000000	74000000	1000000	-1
chr13	1842	74000000	75000000	1000000	-1
chr13	1843	75000000	76000000	1000000	-1
chr13	1844	76000000	77000000	1000000	-1
chr13	1845	77000000	78000000	1000000	-1
chr13	1846	78000000	79000000	1000000	-1
chr13	1847	79000000	80000000	1000000	-1
chr13	1848	80000000	81000000	1000000	-1
chr13	1849	81000000	82000000	1000000	-1
chr13	1850	82000000	83000000	1000000	-1
chr13	1851	83000000	84000000	1000000	-1
chr13	1852	84000000	85000000	1000000	-1
chr13	1853	85000000	86000000	1000000	-1
chr13	1854	86000000	87000000	1000000	-1
chr13	1855	87000000	88000000	1000000	-1
chr13	1856	88000000	89000000	1000000	-1
chr13	1857	89000000	90000000	1000000	-1
chr13	1858	90000000	91000000	1000000	-1
chr13	1859	91000000	92000000	1000000	-1
chr13	1860	92000000	93000000	1000000	-1
chr13	1861	93000000	94000000	1000000	-1
chr13	1862	94000000	95000000	1000000	-1
chr13	1863	95000000	96000000	1000000	-1
chr13	1864	96000000	97000000	1000000	-1
chr13	1865	97000000	98000000	1000000	-1
chr13	1866	98000000	99000000	1000000	-1
chr13	1867	99000000	100000000	1000000	-1
chr13	1868	100000000	101000000	1000000	-1
chr13	1869	101000000	102000000	1000000	-1
chr13	1870	102000000	103000000	1000000	-1
chr13	1871	103000000	104000000	1000000	-1
chr13	1872	104000000	105000000	1000000	-1
chr13	1873	105000000	106000000	1000000	-1
chr13	1874	106000000	107000000	1000000	-1
chr13	1875	107000000	108000000	1000000	-1
chr13	1876	108000000	109000000	1000000	-1
chr13	1877	109000000	110000000	1000000	-1
chr13	1878	110000000	111000000	1000000	-1
chr13	1879	111000000	112000000	1000000	-1
chr13	1880	112000000	113000000	1000000	-1
chr13	1881	113000000	114000000	1000000	-1
chr13	1882	114000000	115000000	1000000	-1
chr13	1883	115000000	116000000	1000000	-1
chr13	1884	116000000	117000000	1000000	-1
chr13	1885	117000000	118000000	1000000	-1
chr13	1886	118000000	119000000	1000000	-1
chr13	1887	119000000	120421639	1421639	-1
chr14	1888	0	1000000	1000000	-1
chr14	1889	1000000	2000000	1000000	-1
chr14	1890	2000000	3000000	1000000	-1
chr14	1891	3000000	4000000	1000000	-1
chr14	1892	4000000	5000000	1000000	-1
chr14	1893	5000000	6000000	1000000	-1
chr14	1894	6000000	7000000	1000000	-1
chr14	1895	7000000	8000000	1000000	-1
chr14	1896	8000000	9000000	1000000	-1
chr14	1897	9000000	10000000	1000000	-1
chr14	1898	10000000	11000000	1000000	-1
chr14	1899	11000000	12000000	1000000	-1
chr14	1900	12000000	13000000	1000000	-1
chr14	1901	13000000	14000000	1000000	-1
chr14	1902	14000000	15000000	1000000	-1
chr14	1903	15000000	16000000	1000000	-1
chr14	1904	16000000	17000000	1000000	-1
chr14	1905	17000000	18000000	1000000	-1
chr14	1906	18000000	19000000	1000000	-1
chr14	1907	19000000	20000000	1000000	-1
chr14	1908	20000000	21000000	1000000	-1
chr14	1909	21000000	22000000	1000000	-1
chr14	1910	22000000	23000000	1000000	-1
chr14	1911	23000000	24000000	1000000	-1
chr14	1912	24000000	25000000	1000000	-1
chr14	1913	25000000	26000000	1000000	-1
chr14	1914	26000000	27000000	1000000	-1
chr14	1915	27000000	28000000	1000000	-1
chr14	1916	28000000	29000000	1000000	-1
chr14	1917	29000000	30000000	1000000	-1
chr14	1918	30000000	31000000	1000000	-1
chr14	1919	31000000	32000000	1000000	-1
chr14	1920	32000000	33000000	1000000	-1
chr14	1921	33000000	34000000	1000000	-1
chr14	1922	34000000	35000000	1000000	-1
chr14	1923	35000000	36000000	1000000	-1
chr14	1924	36000000	37000000	1000000	-1
chr14	1925	37000000	38000000	1000000	-1
chr14	1926	38000000	39000000	1000000	-1
chr14	1927	39000000	40000000	1000000	-1
chr14	1928	40000000	41000000	1000000	-1
chr14	1929	41000000	42000000	1000000	-1
chr14	1930	42000000	43000000	1000000	-1
chr14	1931	43000000	44000000	1000000	-1
chr14	1932	44000000	45000000	1000000	-1
chr14	1933	45000000	46000000	1000000	-1
chr14	1934	46000000	47000000	1000000	-1
chr14	1935	47000000	48000000	1000000	-1
chr14	1936	48000000	49000000	1000000	-1
chr14	1937	49000000	50000000	1000000	-1
chr14	1938	50000000	51000000	1000000	-1
chr14	1939	51000000	52000000	1000000	-1
chr14	1940	52000000	53000000	1000000	-1
chr14	1941	53000000	54000000	1000000	-1
chr14	1942	54000000	55000000	1000000	-1
chr14	1943	55000000	56000000	1000000	-1
chr14	1944	56000000	57000000	1000000	-1
chr14	1945	57000000	58000000	1000000	-1
chr14	1946	58000000	59000000	1000000	-1
chr14	1947	59000000	60000000	1000000	-1
chr14	1948	60000000	61000000	1000000	-1
chr14	1949	61000000	62000000	1000000	-1
