component	configuration	chromosome	n_contacts	exact_top1_accuracy	same_cross_accuracy	exact_log_loss	same_cross_log_loss	structure_metric	truth_used_in_inference	n_bins	geometry_selected_copy_flip_eval_only	procrustes_rmsd	rigid_rmsd	distance_pearson	distance_spearman	copy0_distance_spearman	copy1_distance_spearman	chromosome_shape_preservation	homolog_separation_spearman	truth_mean_homolog_separation	reconstruction_mean_homolog_separation
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr17	17330						ORACLE_CONTACT_PHASE	89	1	0.8921207206619924	1.4149362343169836	0.9874432526693953	0.9783788871405817	0.804753256339498	0.937210561797573	0.8709819090685356	0.9680456247871981	4.559739804693844	2.1558172568702663
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr18	19918						ORACLE_CONTACT_PHASE	87	1	0.9026361003972035	1.4463527295672998	0.9948903249964878	0.9762803239569479	0.9164107998737435	0.8946544712967394	0.9055326355852414	0.9050266093169059	5.168035568424954	2.6674158837555924
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr19	12853						ORACLE_CONTACT_PHASE	58	1	0.732988757974884	0.8433347647809603	0.9703486693236018	0.9666982627601617	0.7615182621524833	0.9307239079616316	0.8461210850570575	0.9140545695038298	2.472525575658439	1.314530698230972
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chrX	13693						ORACLE_CONTACT_PHASE	122	1	1.3253115484787719	1.6202913470848253	0.9741748435197451	0.9615546566099114	0.8451027991940032	0.8841472498551042	0.8646250245245537	0.8937350679562885	5.274803494479048	3.0903355295676
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr1	37429						ORACLE_CONTACT_PHASE	188	0	1.5846065068927406	1.7098462824187515	0.6777023297582891	0.6956593434406378	0.3409793859014296	0.3415700166979789	0.3412747012997043	0.1120231458153861	3.975564899780627	1.3477402736567998
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr2	31932						ORACLE_CONTACT_PHASE	173	1	1.8499725455384786	2.4835225842180653	0.7904254675539226	0.8535667065036261	0.8950616525549303	0.9009547618990428	0.8980082072269866	0.539419462200611	6.042579669823618	1.4738496513513595
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr3	30400						ORACLE_CONTACT_PHASE	156	1	1.0900355823136598	1.5314236727891983	0.9149603946421933	0.926225883693434	0.8509123157606492	0.9043514363514056	0.8776318760560273	0.6415198116040522	4.480606580432087	1.82989875189178
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr4	29099						ORACLE_CONTACT_PHASE	147	1	2.323267460701222	3.093577336130443	0.6959350555378361	0.7056675797078681	0.8946373024431543	0.8994763615289486	0.8970568319860515	-0.5406085425654897	7.148508384531847	1.335516867142433
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr5	30214						ORACLE_CONTACT_PHASE	144	1	1.4115179493487613	1.6009008530561295	0.8488103898684217	0.8818030054337822	0.8807200474210292	0.9090822265550514	0.8949011369880403	0.8262519090105298	3.731962133756854	1.2996225948594113
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr6	29749						ORACLE_CONTACT_PHASE	146	1	1.6138397665289996	2.3847613780786734	0.8385285701807534	0.8864575967053379	0.8502112326906689	0.8521357818437831	0.851173507267226	0.5450281009900418	5.803121767748979	1.3199022632980255
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr7	26870						ORACLE_CONTACT_PHASE	128	1	1.1080459538429182	1.1741801343359775	0.7633564588105806	0.8110274495165929	0.8421087191685027	0.8342105383303097	0.8381596287494062	0.4626899835195019	2.6329997603466198	1.1331915297059245
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr8	27006						ORACLE_CONTACT_PHASE	123	1	2.075350822257178	2.7469243813165254	0.7539963693321864	0.778679784090679	0.834174385723738	0.8780618594714229	0.8561181225975805	0.10564161432201315	6.495334498475698	1.3855209814110243
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr9	24952						ORACLE_CONTACT_PHASE	119	0	0.9946156906103304	1.0862764470216957	0.8949612218008856	0.8078131937955424	0.20504784947299043	0.24079438968749955	0.222921119580245	0.08686084603332858	4.023184886894652	2.900915202513019
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr10	27600						ORACLE_CONTACT_PHASE	126	1	1.3569691292547421	1.5835923441870192	0.6788920486621135	0.714611143906119	0.8488391370597342	0.9122712787099618	0.880555207884848	-0.44950881139857524	3.6946351038830856	1.1381604652842572
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr11	26371						ORACLE_CONTACT_PHASE	119	1	1.7318245425820291	2.2799544357839445	0.7281660762366748	0.7534692685311063	0.8830623322854688	0.9239870572489916	0.9035246947672302	-0.13880501353083607	5.534188098976351	1.4902921460596106
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr12	23349						ORACLE_CONTACT_PHASE	110	0	1.6520704377956708	1.9014151753368298	0.6468243242445524	0.651588790812828	0.08221432547435815	0.07465717579677345	0.07843575063556579	-0.5232333250681874	4.574505781304217	1.5350718267863201
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr13	25500						ORACLE_CONTACT_PHASE	113	1	1.4983418274679225	1.5216240954552538	0.6743485159110564	0.6962572033381995	0.8886733349868093	0.9175814422083235	0.9031273885975664	-0.4349840308736443	3.0054946940731604	1.3991035985082116
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr14	21176						ORACLE_CONTACT_PHASE	108	1	0.7675384548949862	0.9154990424712165	0.8677320040603269	0.8707089417270228	0.8986670085099819	0.8573205600566812	0.8779937842833316	0.555326912267665	2.273459095776463	1.1103057318475666
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr15	19479						ORACLE_CONTACT_PHASE	98	1	0.832020797996254	0.8908158630276019	0.9766856923340768	0.8827439831814247	0.8206191471621621	0.8844293606200949	0.8525242538911285	0.1385727674387468	6.686432218307816	5.99729928960846
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr16	19091						ORACLE_CONTACT_PHASE	93	1	1.1736789579932037	1.4154930634982792	0.7605931883873888	0.7892877923140043	0.7904226670148524	0.8795578909948755	0.834990279004864	0.10991913103160154	3.651806956150784	1.3181962325657433
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr17	17330						ORACLE_CONTACT_PHASE	89	1	1.82915557844515	2.041400528778391	0.6212294033806877	0.6795455302842976	0.7504492939974058	0.868540147629449	0.8094947208134273	-0.08987061627511067	4.559739804693844	1.1082985660174662
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr18	19918						ORACLE_CONTACT_PHASE	87	1	1.3043483034928776	2.0612785789140258	0.8392179488170646	0.8578228712941509	0.8858495508992243	0.8401820063152952	0.8630157786072598	0.5059962090836188	5.168035568424954	1.2571305864697226
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chr19	12853						ORACLE_CONTACT_PHASE	58	1	0.9193843790095741	0.9844340671028472	0.8515905743451356	0.8728823734258941	0.7573946608595854	0.8766730773535846	0.817033869106585	0.6564643637146638	2.472525575658439	1.1725904292423213
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed29	chrX	13693						ORACLE_CONTACT_PHASE	122	1	1.6393236619770104	1.6393500370829777	0.7660038638350686	0.7899698918680977	0.8477912889304796	0.8767176007836168	0.8622544448570482	-0.015653242835097364	5.274803494479048	4.157893457243068
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr1	37429						ORACLE_CONTACT_PHASE	188	1	1.26846973892679	1.5661083567665164	0.7388564406576965	0.7883109680015781	0.9226059140420373	0.920158025823736	0.9213819699328867	0.11055305423265371	3.975564899780627	1.350881910515768
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr2	31932						ORACLE_CONTACT_PHASE	173	1	1.9646697335042855	2.5192307362003343	0.8013674457789073	0.8597634168410161	0.9009525926957924	0.9016939090987648	0.9013232508972786	0.4811964900732858	6.042579669823618	1.5369520760504867
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr3	30400						ORACLE_CONTACT_PHASE	156	1	1.0476622267775915	1.525781691933123	0.9094722512057372	0.9230458631396964	0.8565808140684518	0.905897143550337	0.8812389788093944	0.5706595438668584	4.480606580432087	1.8375673873592488
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr4	29099						ORACLE_CONTACT_PHASE	147	0	2.372946130795376	3.1253538883253444	0.6953161359122143	0.6700556135784759	0.36427746832534363	0.42923115223688	0.39675431028111185	-0.4562180296035482	7.148508384531847	1.252099334451125
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr5	30214						ORACLE_CONTACT_PHASE	144	1	1.2499034087385055	1.5296097721880042	0.8550743412117964	0.8887151117270866	0.9122216274565612	0.9060111646439052	0.9091163960502332	0.7889719475926373	3.731962133756854	1.3028670788548575
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr6	29749						ORACLE_CONTACT_PHASE	146	1	1.7582513039557162	2.4150795625741566	0.8555393060343516	0.9090428973156881	0.8538614421781305	0.8505466101368997	0.8522040261575151	0.8191549458706486	5.803121767748979	1.3225208195168823
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr7	26870						ORACLE_CONTACT_PHASE	128	1	1.1083541406426713	1.1736610006116242	0.7646160955003659	0.8116742261254277	0.8422563430792375	0.8344711480327105	0.838363745555974	0.46050402856619665	2.6329997603466198	1.133503239006665
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr8	27006						ORACLE_CONTACT_PHASE	123	1	1.967818823399553	2.702509756366175	0.7819894017681033	0.8049061225779891	0.8672438374729887	0.8899751212571391	0.8786094793650638	0.028898118172086006	6.495334498475698	1.4969393100730632
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr9	24952						ORACLE_CONTACT_PHASE	119	1	1.0943113280538195	1.4992071206008446	0.7853360676383792	0.8184608925105883	0.8761765672393798	0.868985157506435	0.8725808623729074	0.30091867255376725	4.023184886894652	1.5188474487895387
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr10	27600						ORACLE_CONTACT_PHASE	126	1	1.3307808796049663	1.5559836538103988	0.7008084553975982	0.7461827551979553	0.8594590343878503	0.9143414889371073	0.8869002616624788	-0.24348256467941512	3.6946351038830856	1.2364892205702809
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr11	26371						ORACLE_CONTACT_PHASE	119	1	1.824715193756798	2.3697817115483493	0.6978556562915599	0.7183929870107507	0.878559766203386	0.9234195472326705	0.9009896567180282	-0.09183164791340266	5.534188098976351	1.2383457342936368
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr12	23349						ORACLE_CONTACT_PHASE	110	1	1.0333841058881648	1.0346078193846795	0.8927272440974234	0.8075748994947605	0.8429964802873958	0.8456390848126011	0.8443177825499985	-0.48265897256722945	4.574505781304217	4.261344541771334
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr13	25500						ORACLE_CONTACT_PHASE	113	1	1.240116277804561	1.3736886352471862	0.656083515717974	0.6538813334284246	0.8879625882387733	0.9183193650034139	0.9031409766210936	-0.7009531572293566	3.0054946940731604	1.2363588809396062
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr14	21176						ORACLE_CONTACT_PHASE	108	1	0.564656373328552	0.8325039987250922	0.8811472556584401	0.8809581285581308	0.9143618504364733	0.8617337648003479	0.8880478076184106	0.6382291577352881	2.273459095776463	1.0485882368779913
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr15	19479						ORACLE_CONTACT_PHASE	98	1	0.9928235121940875	1.0136530866597082	0.9767863851724752	0.8808484860609995	0.8255218038030961	0.8830997086260617	0.8543107562145789	0.14162028447742733	6.686432218307816	6.139907943903753
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr16	19091						ORACLE_CONTACT_PHASE	93	1	1.2172748696266962	1.4268142387029463	0.7437033909181479	0.7811330998497303	0.7478236577244011	0.8755984736167434	0.8117110656705722	0.11894601772552293	3.651806956150784	1.3391767695793564
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr17	17330						ORACLE_CONTACT_PHASE	89	1	1.8314809972068906	2.044118283359636	0.6199542120085397	0.6803654246384552	0.7547396045382103	0.8930967923526909	0.8239181984454507	-0.11942458290772899	4.559739804693844	1.0967240261812332
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr18	19918						ORACLE_CONTACT_PHASE	87	1	1.5375340813805807	2.1219849487470213	0.8271653006820264	0.8458218367819988	0.882211012274656	0.8384936015284592	0.8603523069015576	0.3401800685281038	5.168035568424954	1.2538515940032675
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chr19	12853						ORACLE_CONTACT_PHASE	58	1	0.780767946369607	0.8927384760818782	0.8993310384476141	0.9121940296134112	0.756610738264484	0.8280725253111804	0.7923416317878322	0.7721246424067183	2.472525575658439	1.2244481895624628
057B_oracle_phase_mstep	native_hickit_cis_only_seed43	chrX	13693						ORACLE_CONTACT_PHASE	122	1	1.5710432305001178	1.617780343528436	0.8515591951774466	0.7843076956026492	0.8612100697112754	0.857184070849069	0.8591970702801722	0.08930973065319327	5.274803494479048	3.6661966174663383
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr1	37429						ORACLE_CONTACT_PHASE	188	1	1.0854704644147932	1.252071283278936	0.9841490206158265	0.9829841242224953	0.9419007382252572	0.9342551564941594	0.9380779473597083	0.9220454139102449	3.975564899780627	2.2951935538516595
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr2	31932						ORACLE_CONTACT_PHASE	173	1	1.086938182390711	1.620521664568004	0.9914083386827678	0.9812440092636533	0.9345235471189366	0.9356643225101582	0.9350939348145474	0.9489897140420246	6.042579669823618	3.380962651423978
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr3	30400						ORACLE_CONTACT_PHASE	156	1	0.9598143610353734	1.35715271111018	0.9877489836542424	0.9805164298161982	0.889386257112834	0.9184459079440526	0.9039160825284434	0.9285770732247	4.480606580432087	2.2636577861831446
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr4	29099						ORACLE_CONTACT_PHASE	147	1	1.0187109993809895	1.7784647785316603	0.9955990572731003	0.9823514476456352	0.9447074809343516	0.9143719959352786	0.9295397384348152	0.928790546207376	7.148508384531847	4.09597362803594
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr5	30214						ORACLE_CONTACT_PHASE	144	1	0.9799986932657065	1.2897426775103484	0.9841062018313561	0.983032810990332	0.934881899153164	0.9437795111725517	0.9393307051628579	0.9761835865284142	3.731962133756854	1.7928945369803106
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr6	29749						ORACLE_CONTACT_PHASE	146	1	1.0856125886354961	1.635079686651698	0.994770233643131	0.9828425715656651	0.9283343367383686	0.891583594335904	0.9099589655371363	0.9545872576711366	5.803121767748979	3.0594570050206085
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr7	26870						ORACLE_CONTACT_PHASE	128	1	1.0745183283274913	1.115882173371197	0.9656761040808126	0.9650968105624287	0.9382142683350331	0.9204238266510532	0.9293190474930431	0.9512337483977293	2.6329997603466198	1.189787871957435
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr8	27006						ORACLE_CONTACT_PHASE	123	1	0.8826509407680749	1.7144685907358581	0.9928586383118048	0.9756622987317495	0.915723156593734	0.9530132227212956	0.9343681896575149	0.8674917129922226	6.495334498475698	3.435533659916617
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr9	24952						ORACLE_CONTACT_PHASE	119	1	0.8936164958628909	1.1828685518783877	0.989129946750099	0.9816212894302597	0.9063996391734055	0.9351400909739565	0.920769865073681	0.9378080045577553	4.023184886894652	2.2834954430358367
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr10	27600						ORACLE_CONTACT_PHASE	126	1	0.8810450028435042	1.2112790484199703	0.9839023277481791	0.9819102215880074	0.9203942985231008	0.9557619208623022	0.9380781096927016	0.8905616797900263	3.6946351038830856	1.8382455416693602
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr11	26371						ORACLE_CONTACT_PHASE	119	1	0.7593978275633161	1.413438558238968	0.9901936294753559	0.9749584972686206	0.9175144231008253	0.9313282171569739	0.9244213201288995	0.9269619712291698	5.534188098976351	3.1366504934982964
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr12	23349						ORACLE_CONTACT_PHASE	110	1	0.9075577210555588	1.3720931615934606	0.9853626670077701	0.9779228526603726	0.9327771068546263	0.8918857744998719	0.9123314406772491	0.932349029596736	4.574505781304217	2.356792490928374
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr13	25500						ORACLE_CONTACT_PHASE	113	1	0.7584544288440641	1.0912362041762538	0.9745757679496541	0.9734735363058109	0.9514878492038215	0.9564005725926409	0.9539442108982312	0.9013157894736844	3.0054946940731604	1.4644087622121458
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr14	21176						ORACLE_CONTACT_PHASE	108	1	0.980831091071184	1.0179645203825625	0.9323350061882063	0.9328275329221102	0.9261093914194264	0.9091380393573535	0.9176237153883899	0.8215343869978183	2.273459095776463	1.0047281032938054
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr15	19479						ORACLE_CONTACT_PHASE	98	1	0.8347973788699913	1.7162634153938365	0.9949590531740142	0.9743557842204162	0.9110796543541342	0.9234170496800741	0.9172483520171042	0.9366141958189086	6.686432218307816	3.5893473224222707
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr16	19091						ORACLE_CONTACT_PHASE	93	1	0.8806629005263256	1.1929933180276286	0.9812834424992836	0.9739158001277505	0.8641187395154459	0.905757593097337	0.8849381663063915	0.8666855659335739	3.651806956150784	1.746263358625045
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr17	17330						ORACLE_CONTACT_PHASE	89	1	0.8852274619132167	1.4197989947909408	0.9892064594212087	0.9805859263809477	0.8249457080462352	0.9383565070053702	0.8816511075258027	0.9763363976847124	4.559739804693844	2.1386196350015125
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr18	19918						ORACLE_CONTACT_PHASE	87	1	0.8904096614007895	1.4234148227901298	0.9938198603821111	0.9721545887135765	0.9149568564499923	0.8774967254559448	0.8962267909529685	0.8684843624699278	5.168035568424954	2.7212575541323663
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chr19	12853						ORACLE_CONTACT_PHASE	58	1	0.7165810985465325	0.8100658216258434	0.9687072313546138	0.9657205527076357	0.8056613935486916	0.9159644303504754	0.8608129119495835	0.8862468854778678	2.472525575658439	1.4129513045832502
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed43	chrX	13693						ORACLE_CONTACT_PHASE	122	1	1.19174330092824	1.4925647296092488	0.9607225020932046	0.9362564207909537	0.7917056400483274	0.8870134249691664	0.8393595325087468	0.7556679807415876	5.274803494479048	3.181942399027708
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr1	37429						ORACLE_CONTACT_PHASE	188	1	1.26846973892679	1.5661083567665164	0.7388564406576965	0.7883109680015781	0.9226059140420373	0.920158025823736	0.9213819699328867	0.11055305423265371	3.975564899780627	1.350881910515768
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr2	31932						ORACLE_CONTACT_PHASE	173	1	1.964669733504285	2.5192307362003343	0.8013674457789073	0.8597634168410161	0.9009525926957924	0.9016939090987648	0.9013232508972786	0.4811964900732858	6.042579669823618	1.5369520760504867
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr3	30400						ORACLE_CONTACT_PHASE	156	1	1.0476622267775915	1.5257816919331233	0.9094722512057369	0.9230458631396964	0.8565808140684518	0.905897143550337	0.8812389788093944	0.5706595438668584	4.480606580432087	1.8375673873592484
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr4	29099						ORACLE_CONTACT_PHASE	147	0	2.3729461307953756	3.1253538883253444	0.6953161359122142	0.6700556135784759	0.36427746832534363	0.42923115223688	0.39675431028111185	-0.4562180296035482	7.148508384531847	1.2520993344511249
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr5	30214						ORACLE_CONTACT_PHASE	144	1	1.2499034087385053	1.529609772188004	0.8550743412117963	0.8887151117270866	0.9122216274565612	0.9060111646439052	0.9091163960502332	0.7889719475926373	3.731962133756854	1.3028670788548575
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr6	29749						ORACLE_CONTACT_PHASE	146	1	1.7582513039557162	2.415079562574156	0.8555393060343516	0.9090428973156881	0.8538614421781305	0.8505466101368997	0.8522040261575151	0.8191549458706486	5.803121767748979	1.3225208195168823
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr7	26870						ORACLE_CONTACT_PHASE	128	1	1.1083541406426713	1.1736610006116242	0.764616095500366	0.8116742261254277	0.8422563430792375	0.8344711480327105	0.838363745555974	0.46050402856619665	2.6329997603466198	1.1335032390066648
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr8	27006						ORACLE_CONTACT_PHASE	123	1	1.967818823399553	2.702509756366175	0.7819894017681035	0.8049061225779891	0.8672438374729887	0.8899751212571391	0.8786094793650638	0.028898118172086006	6.495334498475698	1.4969393100730632
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr9	24952						ORACLE_CONTACT_PHASE	119	1	1.0943113280538195	1.4992071206008444	0.7853360676383793	0.8184608925105883	0.8761765672393798	0.868985157506435	0.8725808623729074	0.30091867255376725	4.023184886894652	1.5188474487895383
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr10	27600						ORACLE_CONTACT_PHASE	126	1	1.3307808796049663	1.5559836538103988	0.7008084553975983	0.7461827551979553	0.8594590343878503	0.9143414889371073	0.8869002616624788	-0.24348256467941512	3.6946351038830856	1.2364892205702813
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr11	26371						ORACLE_CONTACT_PHASE	119	1	1.8247151937567976	2.3697817115483484	0.6978556562915601	0.7183929870107507	0.878559766203386	0.9234195472326705	0.9009896567180282	-0.09183164791340266	5.534188098976351	1.2383457342936368
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr12	23349						ORACLE_CONTACT_PHASE	110	1	1.0333841058881645	1.0346078193846795	0.8927272440974234	0.8075748994947605	0.8429964802873958	0.8456390848126011	0.8443177825499985	-0.48265897256722945	4.574505781304217	4.261344541771335
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr13	25500						ORACLE_CONTACT_PHASE	113	1	1.2401162778045607	1.3736886352471862	0.6560835157179739	0.6538813334284246	0.8879625882387733	0.9183193650034139	0.9031409766210936	-0.7009531572293566	3.0054946940731604	1.2363588809396067
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr14	21176						ORACLE_CONTACT_PHASE	108	1	0.5646563733285519	0.8325039987250922	0.8811472556584401	0.8809581285581308	0.9143618504364733	0.8617337648003479	0.8880478076184106	0.6382291577352881	2.273459095776463	1.048588236877991
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr15	19479						ORACLE_CONTACT_PHASE	98	1	0.9928235121940875	1.013653086659708	0.9767863851724752	0.8808484860609995	0.8255218038030961	0.8830997086260617	0.8543107562145789	0.14162028447742733	6.686432218307816	6.139907943903753
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr16	19091						ORACLE_CONTACT_PHASE	93	1	1.2172748696266962	1.4268142387029463	0.7437033909181479	0.7811330998497303	0.7478236577244011	0.8755984736167434	0.8117110656705722	0.11894601772552293	3.651806956150784	1.3391767695793564
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr17	17330						ORACLE_CONTACT_PHASE	89	1	1.8314809972068913	2.044118283359636	0.6199542120085397	0.6803654246384552	0.7547396045382103	0.8930967923526909	0.8239181984454507	-0.11942458290772899	4.559739804693844	1.0967240261812332
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr18	19918						ORACLE_CONTACT_PHASE	87	1	1.5375340813805802	2.1219849487470213	0.8271653006820264	0.8458218367819988	0.882211012274656	0.8384936015284592	0.8603523069015576	0.3401800685281038	5.168035568424954	1.2538515940032682
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chr19	12853						ORACLE_CONTACT_PHASE	58	1	0.780767946369607	0.8927384760818783	0.8993310384476142	0.9121940296134112	0.756610738264484	0.8280725253111804	0.7923416317878322	0.7721246424067183	2.472525575658439	1.2244481895624628
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed43	chrX	13693						ORACLE_CONTACT_PHASE	122	1	1.5710432305001178	1.6177803435284355	0.8515591951774466	0.7843076956026492	0.8612100697112754	0.857184070849069	0.8591970702801722	0.08930973065319327	5.274803494479048	3.6661966174663383
